,episode,episode_reward,critic_loss,recon_loss,actor_loss,alpha_loss,alpha_value,duration,step,env_step
0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7560746669769287,250.0,1000.0
1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7061662673950195,500.0,2000.0
2,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6843471527099609,750.0,3000.0
3,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6005868911743164,1000.0,4000.0
4,5.0,0.0,0.0052635143510997295,,-1.064663290977478,0.3150366246700287,0.0946074890891791,238.40597224235535,1250.0,5000.0
5,6.0,0.0,0.0012021216098219156,,-1.7808337211608887,0.2979193925857544,0.08899596538503857,44.51807522773743,1500.0,6000.0
6,7.0,0.0,0.00103910849429667,,-1.9062962532043457,0.2952693998813629,0.08793978991040377,45.03909921646118,1750.0,7000.0
7,8.0,0.0,0.0011613712413236499,,-2.028568983078003,0.2915663719177246,0.08689966015728111,45.35486340522766,2000.0,8000.0
8,9.0,0.0,0.0010999600635841489,,-2.1465070247650146,0.28847572207450867,0.08587596766982668,46.24253058433533,2250.0,9000.0
9,10.0,796.0,1.2467650175094604,,-1.9100130796432495,0.26959341764450073,0.08487696834213054,46.86755084991455,2500.0,10000.0
10,11.0,0.0,1.7718417644500732,,-1.1237595081329346,0.23295344412326813,0.08402016610866687,44.343048095703125,2750.0,11000.0
11,12.0,0.0,2.321901798248291,,-1.7118936777114868,0.2473653256893158,0.0831425473520857,44.598899364471436,3000.0,12000.0
12,13.0,0.0,3.3628275394439697,,-1.9283168315887451,0.24956215918064117,0.08224454158128643,44.755558252334595,3250.0,13000.0
13,14.0,0.0,4.634582996368408,,-2.0549771785736084,0.24957729876041412,0.08133444613656499,44.829182147979736,3500.0,14000.0
14,15.0,0.0,5.047650337219238,,-2.116004467010498,0.2525746822357178,0.08041932472171671,44.653183460235596,3750.0,15000.0
15,16.0,0.0,3.492393970489502,,-2.183229684829712,0.25742730498313904,0.07948563540353248,44.673508405685425,4000.0,16000.0
16,17.0,0.0,3.259929895401001,,-2.5410330295562744,0.2544439435005188,0.0785567063611895,44.89558792114258,4250.0,17000.0
17,18.0,0.0,4.625115394592285,,-2.587472438812256,0.2555333077907562,0.07763269888458627,45.0023672580719,4500.0,18000.0
18,19.0,389.0,5.701165676116943,,-3.4309749603271484,0.24844437837600708,0.07672314329821413,45.39547657966614,4750.0,19000.0
19,20.0,0.0,4.873441219329834,,-3.804802179336548,0.24434641003608704,0.07584283254881795,45.60953378677368,5000.0,20000.0
20,21.0,0.0,4.7003493309021,,-3.856590986251831,0.24101968109607697,0.074969923612018,44.46461796760559,5250.0,21000.0
21,22.0,0.0,6.392884731292725,,-4.058922290802002,0.23416604101657867,0.07412065889058285,45.13212275505066,5500.0,22000.0
22,23.0,0.0,6.42746114730835,,-4.282485008239746,0.2324594259262085,0.07328485366576334,44.92808794975281,5750.0,23000.0
23,24.0,13.0,5.515133857727051,,-4.69120454788208,0.22781454026699066,0.07246262484452574,44.97014784812927,6000.0,24000.0
24,25.0,952.0,19.247732162475586,,-5.693273067474365,0.19842511415481567,0.07167802992343027,45.071677923202515,6250.0,25000.0
25,26.0,986.0,14.789899826049805,,-8.296256065368652,0.16531144082546234,0.071028015207492,44.46372365951538,6500.0,26000.0
26,27.0,991.0,12.683396339416504,,-10.844709396362305,0.11820612847805023,0.07049170261052994,44.46611046791077,6750.0,27000.0
27,28.0,0.0,10.137451171875,,-12.182657241821289,0.15706993639469147,0.07000365269074445,44.70906448364258,7000.0,28000.0
28,29.0,0.0,13.433218955993652,,-12.36910343170166,0.1707969605922699,0.06934622265807054,45.90765070915222,7250.0,29000.0
29,30.0,980.0,21.31321907043457,,-13.752144813537598,0.1445717215538025,0.06870870097648568,45.682265758514404,7500.0,30000.0
30,31.0,971.0,17.14651107788086,,-16.710330963134766,0.168517604470253,0.06807347765417876,44.09256029129028,7750.0,31000.0
31,32.0,0.0,20.226469039916992,,-18.447372436523438,0.149420365691185,0.06742561263587699,44.27391815185547,8000.0,32000.0
32,33.0,258.0,30.305055618286133,,-19.16109848022461,0.12320830672979355,0.06681385696876502,44.6940643787384,8250.0,33000.0
33,34.0,0.0,25.824798583984375,,-20.199081420898438,0.13970115780830383,0.06628684624432463,44.575926542282104,8500.0,34000.0
34,35.0,0.0,24.69757843017578,,-20.280746459960938,0.14290297031402588,0.0656503011765815,44.62230563163757,8750.0,35000.0
35,36.0,0.0,19.799728393554688,,-20.79235076904297,0.15444020926952362,0.06500871859939784,45.43221592903137,9000.0,36000.0
36,37.0,0.0,26.700618743896484,,-20.584413528442383,0.14938248693943024,0.06432092518547712,45.24257016181946,9250.0,37000.0
37,38.0,0.0,24.358278274536133,,-20.971158981323242,0.15275509655475616,0.0636455146303476,45.56368279457092,9500.0,38000.0
38,39.0,0.0,23.855369567871094,,-21.06537437438965,0.14588844776153564,0.06296365162746116,45.730414152145386,9750.0,39000.0
39,40.0,0.0,24.701030731201172,,-22.454870223999023,0.1459123194217682,0.06229551845219293,45.772146463394165,10000.0,40000.0
40,41.0,0.0,34.535160064697266,,-22.408161163330078,0.14364998042583466,0.06162913013991745,44.810211181640625,10250.0,41000.0
41,42.0,0.0,28.064878463745117,,-21.71173667907715,0.1439042091369629,0.060968549863790106,43.9814715385437,10500.0,42000.0
42,43.0,202.0,33.20358657836914,,-22.3541202545166,0.13129615783691406,0.060337144658455244,44.34182167053223,10750.0,43000.0
