,episode,episode_reward,critic_loss,recon_loss,actor_loss,alpha_loss,alpha_value,duration,step,env_step
0,1.0,100.12090405144443,0.0,0.0,0.0,0.0,0.0,0.4477405548095703,125.0,1000.0
1,2.0,209.3002534098449,0.0,0.0,0.0,0.0,0.0,0.392120361328125,250.0,2000.0
2,3.0,44.22913007499831,0.0,0.0,0.0,0.0,0.0,0.39778709411621094,375.0,3000.0
3,4.0,50.238177830119334,0.0,0.0,0.0,0.0,0.0,0.3893728256225586,500.0,4000.0
4,5.0,155.04419599224568,0.0,0.0,0.0,0.0,0.0,0.3884727954864502,625.0,5000.0
5,6.0,202.18995670298813,0.0,0.0,0.0,0.0,0.0,0.3885204792022705,750.0,6000.0
6,7.0,82.41571740463263,0.0,0.0,0.0,0.0,0.0,0.38617563247680664,875.0,7000.0
7,8.0,133.75230300094637,0.0,0.0,0.0,0.0,0.0,0.37488484382629395,1000.0,8000.0
8,9.0,178.7235443767113,6.627224445343018,8.237465858459473,-5.419249057769775,0.09380341321229935,0.09572400257443789,862.478063583374,1125.0,9000.0
9,10.0,186.7091308703673,14.708142280578613,5.96480131149292,-10.76010513305664,-0.016268564388155937,0.092521705228729,49.24838638305664,1250.0,10000.0
10,11.0,234.00474532141524,13.382383346557617,5.880836009979248,-11.43564224243164,-0.00015775069186929613,0.09259444513310464,48.711400270462036,1375.0,11000.0
11,12.0,126.11301385546608,12.125748634338379,5.801234245300293,-12.283775329589844,-0.016235768795013428,0.09263377960465473,63.66141939163208,1500.0,12000.0
12,13.0,172.08946630163902,11.252289772033691,5.721683025360107,-13.057968139648438,-0.003576423740014434,0.09270086676569857,61.19725704193115,1625.0,13000.0
13,14.0,176.3980667067147,10.708444595336914,5.667616844177246,-13.935948371887207,-0.004660140257328749,0.09274494656466381,60.00999665260315,1750.0,14000.0
14,15.0,241.7910034579776,10.164716720581055,5.597317695617676,-14.741230010986328,0.0003787274763453752,0.09276042062821727,57.708871364593506,1875.0,15000.0
15,16.0,218.49578292329943,9.849311828613281,5.609300136566162,-15.699125289916992,0.0023358676116913557,0.09273281028482605,54.70374011993408,2000.0,16000.0
16,17.0,216.66630816663198,8.603801727294922,5.557123184204102,-16.324567794799805,0.012994031421840191,0.09266158316105433,53.16987657546997,2125.0,17000.0
17,18.0,186.2272789660844,9.390673637390137,5.597835063934326,-16.905126571655273,0.015710415318608284,0.09257189794175569,51.80706715583801,2250.0,18000.0
18,19.0,183.78683667473604,9.193477630615234,5.569371700286865,-17.70743179321289,0.01919138990342617,0.09241177337906982,48.95391249656677,2375.0,19000.0
19,20.0,156.58144029286998,9.726646423339844,5.489424705505371,-18.194725036621094,0.027676809579133987,0.09219066498024274,48.13083219528198,2500.0,20000.0
20,21.0,222.83060535365448,11.974732398986816,5.519344329833984,-18.872760772705078,0.031149471178650856,0.09190490361519886,44.10855269432068,2625.0,21000.0
21,22.0,179.71499908402956,19.470996856689453,5.636392116546631,-19.87798309326172,0.03579942137002945,0.09158508364502817,52.634105920791626,2750.0,22000.0
22,23.0,149.45830255325603,11.025148391723633,5.405699729919434,-20.605859756469727,0.040191736072301865,0.09122047719856022,60.99903416633606,2875.0,23000.0
23,24.0,237.12406403690713,14.489670753479004,5.464115142822266,-21.012956619262695,0.03851129487156868,0.09081592902993679,59.199503898620605,3000.0,24000.0
24,25.0,201.8969913086804,11.415831565856934,5.389005184173584,-21.604896545410156,0.04203512519598007,0.09043979705795693,58.40417146682739,3125.0,25000.0
25,26.0,229.6025650838598,12.859983444213867,5.420797824859619,-22.294376373291016,0.04778281971812248,0.08998094120553987,56.974557876586914,3250.0,26000.0
26,27.0,176.1032808462948,12.89310359954834,5.485184192657471,-23.01554298400879,0.041371069848537445,0.08952892762772091,55.3752326965332,3375.0,27000.0
27,28.0,196.8250473271504,12.628623962402344,5.423286437988281,-23.771841049194336,0.031517092138528824,0.08916809053546275,54.59703779220581,3500.0,28000.0
28,29.0,230.35405444522644,13.297948837280273,5.437986373901367,-24.252979278564453,0.026653796434402466,0.08886558844609452,52.8079833984375,3625.0,29000.0
29,30.0,175.23822574915354,12.464591026306152,5.3936262130737305,-25.169086456298828,0.01157848909497261,0.08866133798402952,51.97805094718933,3750.0,30000.0
30,31.0,197.77552140016257,12.150973320007324,5.3504815101623535,-25.8612060546875,0.006385615561157465,0.08857760325788774,43.80902862548828,3875.0,31000.0
31,32.0,273.25922858133293,12.160208702087402,5.361268997192383,-26.519990921020508,0.005174349993467331,0.08850771589408477,43.92989778518677,4000.0,32000.0
32,33.0,184.7758176847507,16.65086555480957,5.364673137664795,-27.294034957885742,0.005560935940593481,0.08844183635354708,44.05051779747009,4125.0,33000.0
33,34.0,188.9055293480912,13.573339462280273,5.32690954208374,-27.911584854125977,0.0011127723846584558,0.08839137230261435,55.624165296554565,4250.0,34000.0
34,35.0,193.60507950334858,15.169609069824219,6.219388484954834,-28.183448791503906,0.056238170713186264,0.08822989708985511,56.67604088783264,4375.0,35000.0
35,36.0,218.19053407102766,10.105295181274414,5.599119663238525,-29.617399215698242,0.0744161382317543,0.08735807638603932,54.539966344833374,4500.0,36000.0
36,37.0,284.8440766713385,10.626105308532715,5.344720363616943,-29.6762752532959,0.06955605000257492,0.08655616686639976,52.06717824935913,4625.0,37000.0
37,38.0,159.21706146233007,15.657105445861816,5.3863983154296875,-30.026365280151367,0.043333206325769424,0.0859587437707232,50.16971731185913,4750.0,38000.0
