,episode,episode_reward,critic_loss,actor_loss,alpha_loss,alpha_value,duration,step,env_step
0,1.0,176.60510822953609,0.0,0.0,0.0,0.0,0.4292564392089844,125.0,1000.0
1,2.0,41.5920334794716,0.0,0.0,0.0,0.0,0.39052653312683105,250.0,2000.0
2,3.0,48.198325088690964,0.0,0.0,0.0,0.0,0.3907158374786377,375.0,3000.0
3,4.0,182.75552345239385,0.0,0.0,0.0,0.0,0.4108710289001465,500.0,4000.0
4,5.0,256.99721274906267,0.0,0.0,0.0,0.0,0.4171104431152344,625.0,5000.0
5,6.0,110.98801079659383,0.0,0.0,0.0,0.0,0.4159579277038574,750.0,6000.0
6,7.0,185.79617172125702,0.0,0.0,0.0,0.0,0.4097940921783447,875.0,7000.0
7,8.0,262.17022461777066,0.0,0.0,0.0,0.0,0.3888661861419678,1000.0,8000.0
8,9.0,154.06022767833267,9.74295425415039,-6.91898250579834,0.12702545523643494,0.09521010300671409,284.63510727882385,1125.0,9000.0
9,10.0,68.6753115152194,18.45518684387207,-12.561738014221191,0.07840937376022339,0.09127166836667497,26.379656314849854,1250.0,10000.0
10,11.0,194.06541466818737,22.14434814453125,-13.263395309448242,0.07528640329837799,0.09089558586766942,26.21075177192688,1375.0,11000.0
11,12.0,212.99411267689217,22.698993682861328,-14.266788482666016,0.07684944570064545,0.09053077713512404,26.376426696777344,1500.0,12000.0
12,13.0,223.6047540982597,23.19911766052246,-15.133590698242188,0.07079779356718063,0.09016472480610688,26.31005358695984,1625.0,13000.0
13,14.0,200.1335423737111,24.035499572753906,-16.081600189208984,0.05961381271481514,0.08984695939654848,26.485336542129517,1750.0,14000.0
14,15.0,208.00167746682337,26.30381965637207,-16.836519241333008,0.056644342839717865,0.08954707031091097,26.26967692375183,1875.0,15000.0
15,16.0,238.4091073266092,26.574687957763672,-17.600759506225586,0.04585891589522362,0.08927948592052735,26.333143949508667,2000.0,16000.0
16,17.0,277.27847350425816,30.501264572143555,-18.774587631225586,0.05173052102327347,0.08900649652826137,26.450628519058228,2125.0,17000.0
17,18.0,192.56532737214116,34.518245697021484,-19.94451332092285,0.04416579753160477,0.08874149229504813,26.459896564483643,2250.0,18000.0
18,19.0,177.25702152622287,29.52962303161621,-20.504150390625,0.0376901738345623,0.08849912910818708,26.442601442337036,2375.0,19000.0
19,20.0,140.133168756505,28.11511993408203,-21.160388946533203,0.027250416576862335,0.08831778306103746,26.760605573654175,2500.0,20000.0
20,21.0,173.89813489486082,24.002822875976562,-21.66673469543457,0.03588728606700897,0.08811545080778684,26.610220670700073,2625.0,21000.0
21,22.0,114.10895788852015,23.3786563873291,-22.10978889465332,0.04279746487736702,0.08787161815178858,26.537370681762695,2750.0,22000.0
22,23.0,178.99921179923288,24.213836669921875,-22.81533432006836,0.04619194567203522,0.08757978312618969,26.90341854095459,2875.0,23000.0
23,24.0,89.06649962234502,24.869678497314453,-23.623580932617188,0.04765523225069046,0.0872765324265849,26.451497793197632,3000.0,24000.0
24,25.0,202.75503128366572,23.735990524291992,-24.323841094970703,0.0504196472465992,0.08696022984946362,26.91765308380127,3125.0,25000.0
25,26.0,211.40481033705396,25.00267219543457,-25.267478942871094,0.05004743114113808,0.08660775747025867,26.67377781867981,3250.0,26000.0
26,27.0,196.02118560689,21.767427444458008,-26.068262100219727,0.04243344068527222,0.08628611117719726,26.860440731048584,3375.0,27000.0
27,28.0,145.155817860671,22.415712356567383,-26.993038177490234,0.044344574213027954,0.08598491349690254,26.498790502548218,3500.0,28000.0
28,29.0,187.03382170394886,22.340185165405273,-27.930944442749023,0.04151458293199539,0.08567126582151277,26.753897428512573,3625.0,29000.0
29,30.0,229.58239923675123,23.13421058654785,-28.91539192199707,0.04060303047299385,0.08537701733227797,26.656641006469727,3750.0,30000.0
30,31.0,235.53935296899655,22.48173713684082,-29.923646926879883,0.03821612894535065,0.08508192790029935,26.45365262031555,3875.0,31000.0
31,32.0,175.44364736321646,22.489484786987305,-31.037508010864258,0.028569333255290985,0.08480950980318615,26.364465475082397,4000.0,32000.0
32,33.0,257.6215608806994,22.276899337768555,-31.96885871887207,0.02041233517229557,0.08463241033271339,26.319794416427612,4125.0,33000.0
33,34.0,209.14238433059774,30.724966049194336,-32.841392517089844,0.008855017833411694,0.08452486142657743,26.246588468551636,4250.0,34000.0
34,35.0,223.12495058633505,22.505151748657227,-33.947052001953125,0.022916007786989212,0.08438380086368485,26.409836053848267,4375.0,35000.0
35,36.0,186.90218368450917,19.14873504638672,-35.12495040893555,0.0121295852586627,0.08424016234220465,26.525130033493042,4500.0,36000.0
36,37.0,166.9444854790228,19.650663375854492,-36.19380187988281,0.008771935477852821,0.08412264365999389,26.38040256500244,4625.0,37000.0
37,38.0,217.18347539825353,18.50965690612793,-36.85941696166992,0.012598864734172821,0.08404951644761738,26.20323371887207,4750.0,38000.0
38,39.0,295.4590845645617,18.68122100830078,-37.957275390625,0.016704458743333817,0.08390312279015459,26.421470403671265,4875.0,39000.0
39,40.0,241.03467003125547,19.38995361328125,-38.91756820678711,0.01555482018738985,0.0837509019139773,26.626635551452637,5000.0,40000.0
40,41.0,297.6828534212601,18.735763549804688,-39.845481872558594,0.016130656003952026,0.08361085294988657,26.268324375152588,5125.0,41000.0
41,42.0,205.8699062968522,19.038055419921875,-40.851741790771484,0.02062828280031681,0.08342981827979577,26.33051347732544,5250.0,42000.0
42,43.0,226.09181684752994,18.201631546020508,-41.70326614379883,0.02343882992863655,0.08320220832503077,26.331801414489746,5375.0,43000.0
